numero_de_cliente	clase_ternaria	prob	Predicted
29186441	""	0.000143799520910095	0
29187961	""	7.85440185010779e-05	0
29193101	""	5.44123192662239e-05	0
29193281	""	3.8736123049044e-05	0
29198891	""	4.5796359229645e-05	0
29200651	""	0.000319610541483135	0
29201701	""	4.81535116986767e-05	0
29205441	""	0.0102932525410163	0
29207901	""	0.000966285450760122	0
29243631	""	2.45375449119116e-05	0
29251231	""	0.000352604446856467	0
29257551	""	2.01357501651327e-05	0
29267141	""	7.38010000517325e-05	0
29277081	""	0.000219895019957144	0
29284331	""	0.00145074871330551	0
29286091	""	3.83014466558591e-05	0
29288251	""	0.000778879380510646	0
29289361	""	8.90181684566781e-05	0
29292171	""	0.000126890267522018	0
29297201	""	0.000153966553826373	0
29298431	""	0.000251746055348286	0
29300881	""	1.79740460319098e-05	0
29300941	""	1.25137282718842e-05	0
29304511	""	6.91306272574439e-05	0
29325391	""	0.000377479205968532	0
29344801	""	3.14377174384479e-05	0
29344861	""	9.84363870519262e-05	0
29346321	""	1.12660239383357e-05	0
29347841	""	1.34501743546994e-05	0
29347901	""	2.23924376787564e-05	0
29348781	""	9.92845627293877e-06	0
29352931	""	2.93979524642869e-05	0
29357321	""	0.00502480904665927	0
29361471	""	1.17473257499397e-05	0
29362581	""	1.22772732604486e-05	0
29362871	""	0.000673236456087501	0
29363051	""	8.52875801936653e-05	0
29367201	""	0.000506642866258702	0
29367321	""	0.00187429964657581	0
29375271	""	0.000196044687345136	0
29389891	""	3.62361404760531e-05	0
29391591	""	5.55106810037072e-05	0
29393401	""	4.55258085865315e-05	0
29400771	""	1.69098087362727e-05	0
29404571	""	2.53488072595667e-05	0
29409661	""	2.10617841910719e-05	0
29411411	""	2.3301701252255e-05	0
29413051	""	0.000144678874897748	0
29414921	""	2.90321072829678e-05	0
29421061	""	0.000360927376473779	0
29431471	""	0.000742999621561484	0
29435681	""	2.35707133940802e-05	0
29439191	""	0.00263798414423609	0
29445271	""	0.000429602876098654	0
29448491	""	5.28781708571266e-05	0
29453171	""	0.000902667244399456	0
29455801	""	0.0134139921978026	0
29456851	""	2.01287194415144e-05	0
29458431	""	1.27962312036268e-05	0
29459541	""	0.00023967350561378	0
29459891	""	0.000313438459375776	0
29464861	""	7.53686317103987e-06	0
29479891	""	0.000471811964511071	0
29487201	""	0.00285491237564342	0
29497031	""	7.44523235779656e-05	0
29499951	""	5.25097358646273e-05	0
29512231	""	7.07948898770544e-05	0
29515161	""	0.00118620066615337	0
29522821	""	1.24141262491528e-05	0
29524631	""	0.00354972680272039	0
29525331	""	2.08491381731999e-05	0
29525741	""	4.70768484613781e-05	0
29527261	""	1.07133545469921e-05	0
29531531	""	2.85093972562895e-05	0
29532231	""	1.78898188544425e-05	0
29536971	""	0.00038450502216385	0
29541301	""	1.13146429056539e-05	0
29542231	""	1.24026191879072e-05	0
29542701	""	9.51383401155376e-05	0
29550191	""	1.83577900172445e-05	0
29554631	""	2.23695657442981e-05	0
29571531	""	1.01197402894973e-05	0
29575511	""	0.00207085906375689	0
29577321	""	5.20889301338704e-05	0
29587731	""	3.0971026873038e-05	0
29592761	""	0.000121067967072687	0
29593291	""	0.00103113632701756	0
29599311	""	3.98428169742885e-05	0
29601531	""	0.000242438021259611	0
29609371	""	7.79517535912793e-06	0
29610361	""	2.49378879469398e-05	0
29611301	""	1.88369757710827e-05	0
29614051	""	0.000385951944109334	0
29614981	""	2.46255044046865e-05	0
29618961	""	0.000769098670763295	0
29624461	""	0.00102236614197358	0
29624751	""	0.000108315067025137	0
29628261	""	0.00114765244631267	0
29635041	""	5.18185728548573e-05	0
29643171	""	7.54411469349371e-05	0
29644281	""	1.51330239692174e-05	0
29652351	""	0.0021373166936646	0
29652941	""	8.86270546776347e-05	0
29661361	""	0.000120098029652247	0
29662821	""	2.33589527025601e-05	0
29673351	""	1.1877909089356e-05	0
29673641	""	0.000160116931730736	0
29678261	""	2.69392917113022e-05	0
29688611	""	0.0114858806980266	0
29691771	""	1.87526631172787e-05	0
29700661	""	3.93103513075514e-05	0
29710311	""	0.000185060336741426	0
29716451	""	1.33498588367666e-05	0
29717211	""	0.00194155896471589	0
29718201	""	1.45467086757952e-05	0
29733351	""	1.40054403480321e-05	0
29734111	""	7.1678314632102e-05	0
29735281	""	0.000244676588712675	0
29741301	""	2.59945329129818e-05	0
29747091	""	8.68447550039306e-06	0
29749721	""	0.000380682109427601	0
29755341	""	0.028320192609228	1
29760311	""	1.69451940823828e-05	0
29773581	""	1.64326657529133e-05	0
29777211	""	0.00075114608368891	0
29778261	""	5.99864855883574e-06	0
29780251	""	0.00184632287673626	0
29787911	""	0.00169768430385015	0
29794991	""	4.87319879043834e-05	0
29798791	""	1.14352044493749e-05	0
29804111	""	2.63725255381618e-05	0
29806391	""	4.60455925722145e-05	0
29814461	""	0.00145724015624764	0
29816331	""	0.00131811377903489	0
29818851	""	0.000129070384741408	0
29821301	""	4.78762879334907e-05	0
29821421	""	3.72476901503476e-05	0
29827911	""	0.00179878054403768	0
29852651	""	0.00356929236576465	0
29853881	""	0.0126308034991659	0
29854991	""	3.00432680537484e-05	0
29859841	""	0.000110207662957318	0
29861011	""	0.00128228809895707	0
29861891	""	9.92374867241093e-05	0
29869491	""	1.99501772630453e-05	0
29874171	""	3.5155506048721e-05	0
29905051	""	0.000115265066493271	0
29908031	""	0.000284532475048835	0
29914871	""	6.86395559460227e-05	0
29916451	""	2.20728236833074e-05	0
29919841	""	0.000183087652399185	0
29923701	""	0.00106021409192611	0
29924991	""	0.000495838315936161	0
29926451	""	2.67183031435357e-05	0
29932941	""	5.87294790642022e-05	0
29941421	""	0.00134604502429756	0
29944291	""	2.03299236756065e-05	0
29945871	""	0.00012561504854744	0
29949731	""	0.0005928263176769	0
29954111	""	0.0115650596776723	0
29954991	""	2.99889028554749e-05	0
29955631	""	2.31052180948613e-05	0
29956101	""	0.00612126163919837	0
29960781	""	0.000241012556853908	0
29963881	""	1.04967291662774e-05	0
29964991	""	4.7042067715972e-05	0
29972831	""	2.53928484241566e-05	0
29981541	""	9.15116482333347e-05	0
29988381	""	6.37728596380483e-06	0
29996981	""	4.75482046834915e-05	0
30004521	""	0.000115522972046558	0
30010141	""	0.00011476321385754	0
30012711	""	3.07554647523791e-05	0
30015341	""	1.13384086943272e-05	0
30017391	""	8.34471707352442e-05	0
30024291	""	1.26503536996863e-05	0
30031721	""	1.19453349071522e-05	0
30035341	""	0.00426076796784255	0
30041541	""	0.00501863284083347	0
30042421	""	3.3054099824862e-05	0
30043471	""	2.28145231942882e-05	0
30050551	""	8.08263384062377e-06	0
30052891	""	1.61962174749015e-05	0
30053181	""	5.36054558736849e-05	0
30054291	""	0.000192185329133864	0
30054351	""	1.48979342669369e-05	0
30056571	""	0.000235670623724881	0
30065341	""	1.44996676828265e-05	0
30092541	""	1.32517783883098e-05	0
30109091	""	0.000102784155284548	0
30110021	""	2.01659841126124e-05	0
30112421	""	5.68253467993508e-05	0
30116161	""	0.000178999819514053	0
30123711	""	9.24737456340347e-06	0
30123881	""	0.0330997098511523	1
30126751	""	0.000414279595595849	0
30130551	""	5.33750127887716e-05	0
30132951	""	1.22926076225311e-05	0
30133531	""	0.00732075497688695	0
30135171	""	0.00600697176348196	0
30136631	""	1.8315534007223e-05	0
30138151	""	6.69530376349199e-05	0
30149671	""	4.47730650908003e-05	0
30159501	""	2.20076000201437e-05	0
30188681	""	0.000140308234726819	0
30192601	""	0.000316352408668168	0
30193301	""	2.61744297734432e-05	0
30203181	""	8.28674344304875e-05	0
30206281	""	7.06776654927709e-05	0
30210551	""	9.66954651676249e-05	0
30212541	""	2.39145391262551e-05	0
30217861	""	0.000147516207447189	0
30224001	""	0.000181430412858169	0
30235641	""	2.84228291938386e-05	0
30239381	""	0.000730562501257565	0
30240261	""	1.1750123804737e-05	0
30241251	""	3.04531737911328e-05	0
30257281	""	2.157524637516e-05	0
30260671	""	8.21159550074009e-06	0
30276521	""	1.13562795816582e-05	0
30276871	""	0.000501439499704021	0
30278801	""	1.47770241702188e-05	0
30283651	""	0.00105532555450479	0
30294761	""	0.000281522799792543	0
30304241	""	4.2319430006543e-05	0
30305001	""	1.06338180675887e-05	0
30315231	""	3.84510823516664e-05	0
30317691	""	1.58662079957112e-05	0
30341551	""	3.94992798615676e-05	0
30344821	""	0.00250831346278365	0
30345581	""	0.00398802458526562	0
30346871	""	4.19828729875178e-05	0
30351841	""	0.000419209556442929	0
30356461	""	0.000291264885089739	0
30359271	""	1.90239218380682e-05	0
30361201	""	4.16956945916926e-05	0
30362661	""	1.2929233199928e-05	0
30375061	""	0.00214801633179915	0
30385991	""	1.3184785552782e-05	0
30412191	""	0.000381764992828442	0
30415641	""	1.44394937447579e-05	0
30422661	""	0.000827177270140292	0
30427281	""	8.93371329353637e-06	0
30431901	""	5.40176343226527e-05	0
30440791	""	4.95424187684856e-05	0
30442781	""	0.00074626538298051	0
30443191	""	2.82164272474981e-05	0
30443771	""	4.84191570648946e-05	0
30449971	""	6.10334617653933e-05	0
30456231	""	1.41492665192202e-05	0
30458391	""	1.75767120158489e-05	0
30460321	""	0.000387367624694252	0
30466051	""	1.92898118738664e-05	0
30466871	""	0.00054256551111146	0
30470851	""	3.1623260935205e-05	0
30483361	""	0.000425141523389258	0
30484301	""	0.000217421970026287	0
30487341	""	0.000456166380000255	0
30493071	""	3.14662554849198e-05	0
30494711	""	5.73707264376397e-05	0
30516701	""	4.34929773852423e-05	0
30521141	""	4.93364078004154e-05	0
30525941	""	1.73206553781383e-05	0
30534241	""	0.474291971805395	1
30548631	""	1.28290365346303e-05	0
30549271	""	9.31118974327007e-05	0
30561321	""	8.70313978529246e-06	0
30565351	""	0.000579817991851773	0
30577521	""	0.000276382564336246	0
30581671	""	0.000716702812097126	0
30584711	""	0.00330207895756044	0
30587461	""	1.42423312720468e-05	0
30590381	""	2.96663573292344e-05	0
30594301	""	2.25287340748649e-05	0
30597521	""	0.00011855930584644	0
30604241	""	1.45849975309751e-05	0
30604481	""	3.66794152191473e-05	0
30609101	""	5.70224462771324e-05	0
30618861	""	0.000111963895701859	0
30629331	""	0.000134288179529299	0
30645181	""	9.51384591047755e-06	0
30648921	""	5.3764962123543e-05	0
30655121	""	4.00015404313701e-05	0
30658161	""	0.000102232935489682	0
30665531	""	2.31379365488807e-05	0
30668571	""	1.68778206394381e-05	0
30672611	""	1.65978259432976e-05	0
30679041	""	0.0083182066402152	0
30681321	""	0.000210690592903334	0
30681791	""	0.000475843433834188	0
30685881	""	0.00021795980033556	0
30687871	""	1.42133015557435e-05	0
30692201	""	8.10551576936792e-06	0
30705881	""	3.52292741014877e-05	0
30707231	""	1.02375989765042e-05	0
30707931	""	3.2865479241419e-05	0
30708281	""	1.32064679124166e-05	0
