numero_de_cliente	prob
29186441	0.000143799520910095
29187961	7.85440185010779e-05
29193101	5.44123192662239e-05
29193281	3.8736123049044e-05
29198891	4.5796359229645e-05
29200651	0.000319610541483135
29201701	4.81535116986767e-05
29205441	0.0102932525410163
29207901	0.000966285450760122
29243631	2.45375449119116e-05
29251231	0.000352604446856467
29257551	2.01357501651327e-05
29267141	7.38010000517325e-05
29277081	0.000219895019957144
29284331	0.00145074871330551
29286091	3.83014466558591e-05
29288251	0.000778879380510646
29289361	8.90181684566781e-05
29292171	0.000126890267522018
29297201	0.000153966553826373
29298431	0.000251746055348286
29300881	1.79740460319098e-05
29300941	1.25137282718842e-05
29304511	6.91306272574439e-05
29325391	0.000377479205968532
29344801	3.14377174384479e-05
29344861	9.84363870519262e-05
29346321	1.12660239383357e-05
29347841	1.34501743546994e-05
29347901	2.23924376787564e-05
29348781	9.92845627293877e-06
29352931	2.93979524642869e-05
29357321	0.00502480904665927
29361471	1.17473257499397e-05
29362581	1.22772732604486e-05
29362871	0.000673236456087501
29363051	8.52875801936653e-05
29367201	0.000506642866258702
29367321	0.00187429964657581
29375271	0.000196044687345136
29389891	3.62361404760531e-05
29391591	5.55106810037072e-05
29393401	4.55258085865315e-05
29400771	1.69098087362727e-05
29404571	2.53488072595667e-05
29409661	2.10617841910719e-05
29411411	2.3301701252255e-05
29413051	0.000144678874897748
29414921	2.90321072829678e-05
29421061	0.000360927376473779
29431471	0.000742999621561484
29435681	2.35707133940802e-05
29439191	0.00263798414423609
29445271	0.000429602876098654
29448491	5.28781708571266e-05
29453171	0.000902667244399456
29455801	0.0134139921978026
29456851	2.01287194415144e-05
29458431	1.27962312036268e-05
29459541	0.00023967350561378
29459891	0.000313438459375776
29464861	7.53686317103987e-06
29479891	0.000471811964511071
29487201	0.00285491237564342
29497031	7.44523235779656e-05
29499951	5.25097358646273e-05
29512231	7.07948898770544e-05
29515161	0.00118620066615337
29522821	1.24141262491528e-05
29524631	0.00354972680272039
29525331	2.08491381731999e-05
29525741	4.70768484613781e-05
29527261	1.07133545469921e-05
29531531	2.85093972562895e-05
29532231	1.78898188544425e-05
29536971	0.00038450502216385
29541301	1.13146429056539e-05
29542231	1.24026191879072e-05
29542701	9.51383401155376e-05
29550191	1.83577900172445e-05
29554631	2.23695657442981e-05
29571531	1.01197402894973e-05
29575511	0.00207085906375689
29577321	5.20889301338704e-05
29587731	3.0971026873038e-05
29592761	0.000121067967072687
29593291	0.00103113632701756
29599311	3.98428169742885e-05
29601531	0.000242438021259611
29609371	7.79517535912793e-06
29610361	2.49378879469398e-05
29611301	1.88369757710827e-05
29614051	0.000385951944109334
29614981	2.46255044046865e-05
29618961	0.000769098670763295
29624461	0.00102236614197358
29624751	0.000108315067025137
29628261	0.00114765244631267
29635041	5.18185728548573e-05
29643171	7.54411469349371e-05
