numero_de_cliente	prob
29186441	3.5045955562237e-05
29187961	7.71051023543032e-06
29193101	3.47071586330686e-06
29193281	2.66807611983585e-06
29198891	1.7255441425465e-06
29200651	4.66982844051295e-05
29201701	6.91929771725881e-06
29205441	0.00777801202002171
29207901	0.000203756908504217
29243631	2.14038620030759e-06
29251231	9.56390487291331e-05
29257551	8.30543939204127e-06
29267141	5.52146545251707e-06
29277081	1.85107592097874e-05
29284331	7.167113576557e-05
29286091	7.56835454966179e-06
29288251	0.000134291190041751
29289361	1.10077228771971e-05
29292171	4.30029186840869e-06
29297201	4.92974006586294e-05
29298431	9.96494773173998e-06
29300881	2.90648929860309e-06
29300941	3.83827816998346e-07
29304511	8.79839298832732e-06
29325391	3.77406960560747e-05
29344801	8.10038518090223e-07
29344861	8.10719532349121e-06
29346321	9.62851449933127e-07
29347841	1.34138859580808e-06
29347901	2.6591734957145e-06
29348781	1.87164885754822e-07
29352931	2.7739954966608e-06
29357321	0.000724676016460488
29361471	4.88748396676287e-07
29362581	5.53086258506445e-07
29362871	0.000166574752674882
29363051	2.03196663674098e-06
29367201	1.88530479121161e-05
29367321	0.000661603019509391
29375271	1.89095530358204e-05
29389891	9.20373241647336e-07
29391591	1.04449470189818e-05
29393401	9.85550044392237e-06
29400771	2.57944875725259e-05
29404571	6.18973148780102e-07
29409661	9.48513987106375e-07
29411411	2.86239267630721e-06
29413051	2.17868464080747e-05
29414921	1.26036008617189e-06
29421061	0.000215003426976199
29431471	0.000979835637186942
29435681	6.20188172942567e-06
29439191	0.00116431676344839
29445271	7.65701144755428e-05
29448491	2.75936826434388e-05
29453171	0.00015627986264595
29455801	0.00286321528622593
29456851	1.83280377634062e-06
29458431	2.91126609907847e-06
29459541	0.000506266474443526
29459891	9.43793825977856e-05
29464861	5.27170739758666e-07
29479891	0.00010661861903494
29487201	0.00361180239736878
29497031	3.43017679597208e-06
29499951	4.67354692588878e-06
29512231	6.03323360320919e-06
29515161	6.44583384733321e-05
29522821	1.97650986082608e-06
29524631	0.00176202037204724
29525331	1.34131470364746e-06
29525741	5.32822667245302e-06
29527261	1.37083205246616e-06
29531531	1.08519552012835e-05
29532231	8.6872098345635e-07
29536971	2.23804870171768e-05
29541301	2.3876954124066e-07
29542231	2.18091923500523e-06
29542701	5.80221667740848e-06
29550191	6.08263288025776e-07
29554631	1.3028582149837e-06
29571531	1.9786606170475e-06
29575511	0.000196487451337924
29577321	2.83240433830822e-06
29587731	2.34465138724858e-05
29592761	7.02198994529764e-06
29593291	0.000163497619692968
29599311	2.61410791837821e-06
29601531	5.4156806723874e-06
29609371	3.29650790469189e-06
29610361	1.16493859287026e-06
29611301	1.5092074355923e-06
29614051	3.98172779233993e-05
29614981	9.6739341595246e-06
29618961	0.000143049039853285
29624461	0.000103002922585001
29624751	8.27900588382578e-06
29628261	0.00063483582354002
29635041	3.71270255508902e-05
29643171	3.86853025529995e-06
29644281	1.26579437790186e-06
29652351	0.00169237712196351
29652941	7.5936745095551e-06
29661361	4.49018676533937e-05
29662821	1.61441957567254e-06
29673351	3.90135855892645e-06
29673641	9.32047704928169e-05
29678261	9.25301698228697e-07
29688611	0.000282683544764494
29691771	1.04261636282404e-06
29700661	5.18531174190767e-07
29710311	1.34153946791291e-05
29716451	8.07392762441165e-07
29717211	0.000127396256276009
29718201	1.84080754288511e-07
29733351	5.83956397374637e-07
29734111	4.42617352094814e-06
29735281	0.000120239011979367
29741301	1.18397968267745e-06
29747091	4.10984348056637e-07
29749721	2.08262007506739e-05
29755341	0.0295528552083567
29760311	6.22440895828277e-07
29773581	4.14068979958199e-07
29777211	0.000321811471555335
29778261	1.42673829903799e-07
29780251	0.000261034604045659
29787911	0.000150791257320139
29794991	3.47182734727988e-06
29798791	1.98067230340214e-07
29804111	1.52097525448183e-06
29806391	5.90941817082373e-06
29814461	0.000129033407850836
29816331	0.00118504637611347
29818851	1.02293178604133e-05
29821301	1.49058140773228e-05
29821421	1.10053393112968e-05
29827911	0.00125952307204848
29852651	0.000344424823022029
29853881	0.0137253002859281
29854991	3.29888085459603e-05
29859841	2.21330900502857e-06
29861011	0.000580164252770623
29861891	1.19285964934991e-05
29869491	5.11376997172433e-06
29874171	2.19715859925742e-05
29905051	3.18549605276949e-06
29908031	1.69711571570384e-05
29914871	3.38215306744691e-05
29916451	1.56724444868908e-06
29919841	1.57176179149455e-05
29923701	0.000693140948837507
29924991	1.77112303027692e-05
29926451	1.6590569129416e-06
29932941	2.51323238946283e-05
29941421	6.83612342255799e-05
29944291	1.07494098636166e-06
29945871	2.42931242429969e-05
29949731	0.00101630367555507
29954111	0.0401057524546253
29954991	1.46615326493591e-06
29955631	1.23235053026194e-06
29956101	0.000989266548577521
29960781	7.91179532041267e-06
29963881	2.93806479450406e-07
29964991	2.65368834798445e-06
29972831	1.45646659595544e-06
29981541	1.52809618343089e-05
29988381	1.94780497079039e-07
29996981	8.89364460028596e-06
30004521	7.98491836709419e-06
30010141	9.91648151415154e-06
30012711	5.27595600828874e-06
30015341	1.45072663169286e-06
30017391	8.44850599694625e-06
30024291	8.7664085350232e-07
30031721	3.42315425772186e-06
30035341	0.00117569139145468
30041541	0.000967753094966301
30042421	1.4615495771954e-06
30043471	7.56063485791311e-07
30050551	2.56083753911366e-07
30052891	1.18847342191821e-06
30053181	5.06946179593682e-06
30054291	2.52415698256608e-05
30054351	2.94237763172876e-06
30056571	1.40190576819343e-05
30065341	1.02778221225803e-06
30092541	3.00984399123119e-06
30109091	7.52009835052981e-05
30110021	4.02479168026164e-06
30112421	3.68534227042406e-06
30116161	0.000171007607869346
30123711	2.10493001136317e-07
30123881	0.0078978854883999
30126751	2.83867913770089e-05
30130551	7.47645628056872e-07
30132951	1.28071322341789e-06
30133531	0.000522138509868729
30135171	0.00240110426680306
30136631	1.33650347118246e-06
30138151	3.85592006758699e-06
30149671	7.71732926695475e-06
30159501	1.36257943231075e-06
30188681	3.82518126723291e-06
30192601	1.52859758695282e-05
30193301	3.24104112593014e-06
30203181	8.67659212610972e-06
30206281	7.18994477233803e-06
30210551	4.22825455592015e-06
30212541	1.68594929154832e-06
30217861	1.87487336827351e-05
30224001	0.000153176759498986
30235641	1.7658754832313e-06
30239381	8.53596966629265e-05
30240261	9.93762361701109e-07
30241251	7.66134462927844e-06
30257281	6.0359198065561e-06
30260671	9.72887917864515e-07
30276521	6.05558872646488e-07
30276871	6.78843401590118e-05
30278801	9.86716749309608e-07
30283651	0.000304025648785019
30294761	1.44190701451487e-05
30304241	2.63812902674596e-06
30305001	4.61350862559873e-07
30315231	1.14245999121012e-05
30317691	3.53071529826087e-06
30341551	2.21216593967861e-06
30344821	0.000232237249081525
30345581	0.000639870097697772
30346871	4.75614055872098e-06
30351841	0.000237176441306047
30356461	3.94132824452198e-05
30359271	1.43835829779822e-06
30361201	5.88045875860997e-06
30362661	3.88563006995966e-07
30375061	0.000164485663437311
30385991	4.20954964234179e-07
30412191	0.000279526886603965
30415641	2.13898015879992e-07
30422661	6.54175836548601e-05
30427281	1.8226835644234e-06
30431901	3.05344401227376e-06
30440791	1.64282636081493e-05
30442781	4.23384468989376e-05
30443191	1.38969372725524e-06
30443771	2.8200134166356e-06
30449971	7.85377362237234e-07
30456231	1.20307030031248e-06
30458391	7.68923030640555e-07
30460321	0.000251850453497283
30466051	3.17206920597558e-06
30466871	0.000121624269687294
30470851	8.91531793562039e-07
30483361	8.06603575020508e-05
30484301	3.56035757575801e-06
30487341	0.000450151514906902
30493071	9.35855966596749e-06
30494711	3.95609395477782e-05
30516701	2.10468582374854e-05
30521141	1.75539675948804e-06
30525941	1.65696833238591e-07
30534241	0.100728366047172
30548631	7.63208259745118e-06
30549271	2.26253029248224e-06
30561321	1.16947619455741e-06
30565351	1.50209536883586e-05
30577521	3.26395991325512e-05
30581671	0.000377814292415309
30584711	0.000899788891557641
30587461	2.83394458957058e-06
30590381	9.26232828568379e-07
30594301	5.36159630478457e-06
30597521	6.19791757204202e-06
30604241	5.55630707717965e-07
30604481	4.84722265592598e-06
30609101	5.4748603297128e-06
30618861	1.03866479129031e-05
30629331	9.69253169730185e-06
30645181	2.08466354963145e-07
30648921	7.23436836474923e-06
30655121	1.02717594176044e-05
30658161	8.19644801141828e-06
30665531	1.50843035481702e-06
30668571	1.1830676365765e-06
30672611	1.55843286114699e-06
30679041	0.00834253041377934
30681321	3.80777720787262e-05
30681791	0.000248032656556407
30685881	1.95147081872066e-05
30687871	7.16931050119918e-07
30692201	5.30556934943662e-07
30705881	1.12156846855005e-05
30707231	2.71607173880712e-07
30707931	1.74501258833046e-06
30708281	1.09721724708031e-06
30711091	8.29838908809894e-06
30711321	3.3093864945525e-06
30711851	1.20687659111094e-06
30718221	2.70394293471171e-05
30735241	7.90011697874448e-07
30760151	4.41497203811589e-07
30764421	4.83896160688848e-06
30769391	7.62174528726678e-07
30773251	2.44403326733316e-05
30774601	1.23930643597511e-05
30777871	1.72570910632618e-05
30779571	2.00826226900596e-06
30784011	4.53950959087372e-06
30784071	1.10127336382389e-05
30788051	1.07944475595606e-06
30788691	6.31941011059475e-06
30793081	5.06025318159897e-05
30793311	1.92236781240588e-06
30799571	5.81100964856871e-06
30803721	7.42566975817213e-06
30807991	0.000278531866302606
30817581	4.03280682403755e-06
30825711	6.10476937475366e-05
30831091	2.53775864104489e-05
30838461	4.73966688097589e-05
30839631	4.20262822011253e-07
30840741	4.45011788563774e-06
30841151	5.60428181616776e-06
30850041	8.6266082984562e-06
30851381	1.18378555742583e-06
30863311	2.80175299569557e-07
30865831	2.94545452374935e-06
30869571	6.7670874678622e-06
30879221	4.45910564935468e-06
30881151	2.94114743542874e-05
30885301	2.15254360467302e-05
30887931	1.61187875862063e-05
30893021	1.91092389068315e-05
30897701	0.000549019261051253
30934721	7.66150396868311e-06
30935891	1.44675012779872e-05
30941621	0.000591072148019152
30950041	3.94846681204083e-07
30956531	9.14391587317889e-07
30959571	1.66443343270397e-06
30983611	3.81790781198225e-06
30993901	1.17701140108387e-05
31003611	2.34400724943466e-06
31010571	1.42437444469118e-05
31013021	9.37164377987751e-06
31013431	6.08470842871503e-06
31015891	3.59678398841354e-05
31018811	3.74524302026605e-06
31023781	1.27770849891636e-06
31025191	3.61766361092881e-06
31027471	6.79334510897339e-05
31032261	3.66932163015024e-07
31053551	6.84426766463976e-05
31059631	3.90623142679477e-05
31067121	4.92535163538942e-07
31067761	5.96950276158674e-07
31070511	4.01092594212505e-06
31077411	1.36080337160895e-07
31078931	5.41757027432489e-06
31080161	0.000139137806343842
31082321	4.81689484806606e-07
31089281	0.0120394521549837
31095011	3.48143680985206e-05
31096771	0.000724744622048985
31101971	2.63224613334641e-06
31102091	1.05203540485924e-06
31116301	0.000127006515723462
31117181	0.00442417563806443
31122321	9.68661952803129e-07
31124431	5.89205167577581e-06
31126651	5.86876099541387e-07
31128291	3.46382249366045e-05
31136361	8.87928626393974e-06
31152031	1.64989060899161e-05
31154021	3.18691835245114e-07
31154141	0.000163173648160282
31155541	4.45293114909838e-05
31160221	8.29087778795129e-07
31162151	1.8278524522307e-05
31165541	2.53599534989964e-05
31188931	7.74114694661252e-06
31194491	4.59066053223779e-06
31195891	0.000325993498591425
31198411	1.06052792318707e-06
31199341	3.99838829548436e-06
31200691	7.11145299260564e-05
31201101	7.86486852970292e-07
31211681	5.7849405217963e-07
31219811	2.00782208501358e-06
31220691	0.0392103400963161
31232441	2.74618956631291e-06
31233961	5.00945614928085e-06
31243201	1.08874981828694e-06
31245721	9.56982486297821e-06
31248351	5.52754752644882e-05
31250751	1.84107567102258e-06
31252911	0.000115489594941611
31262501	2.19662801749125e-06
31265131	6.85157240111512e-06
31266011	0.000663463898492119
31281451	2.72173961427903e-06
31284781	0.00448799482018766
31288761	7.54749636008682e-07
31290571	1.11837736462044e-06
31308471	1.06556946283144e-05
31330571	6.12337921220165e-05
31335021	1.86881602780857e-06
31344201	3.51969357723801e-06
31345371	2.9033808295216e-06
31363381	7.23145591962131e-06
31363791	4.6340526849126e-05
31367361	7.64635220247083e-06
31369641	1.55595999009544e-05
31383501	4.37971704791414e-06
31384321	0.000651326672410052
31389111	0.000560639942585509
31394611	5.57159160317464e-06
31404081	1.18054353342569e-06
31415371	7.5038660901575e-07
31417241	0.0010527099446002
31419111	3.27098079309407e-05
31433381	0.00018208266410775
31451631	6.12069861245753e-07
31463031	5.1642926554346e-05
31463621	2.0931511969076e-06
31474141	0.0122943172757445
31480751	1.37309239527927e-05
31482741	4.93013512329758e-07
31505961	2.534908840157e-05
31506481	3.17136725869014e-06
31506951	8.83173524318e-07
31511861	6.22447345767105e-07
31516131	2.56474832913715e-05
31522741	0.00149707052047529
31522801	3.88857589233569e-06
31527651	2.39425278814769e-06
31532041	1.16213527200735e-05
31540341	4.82268602562171e-06
31540811	1.98027414571243e-05
31544611	9.16155523314598e-06
31550231	3.31291087385519e-05
31558121	3.93574526851528e-07
31575371	2.93249520665526e-06
31595431	0.000838355828867625
31595781	9.36912581512078e-05
31607711	5.09317539467396e-06
31609471	4.83569545563416e-07
31618181	1.3335538601743e-05
31623271	4.67055082204919e-07
31629821	2.14488511559789e-06
31630111	1.2023351431066e-06
31637361	1.4498485702615e-06
31655611	3.98750651239831e-06
31656311	4.23510528461241e-05
31656371	1.67752478739324e-05
31657481	8.58639359656005e-07
31658651	3.02611866160907e-05
31663271	4.20130295837707e-07
31689351	1.25603872797976e-05
31714971	5.85901792882096e-06
31715261	2.79895294602365e-05
31716431	5.6101858213267e-05
31720701	3.12155588520847e-05
31721521	5.71886483971797e-05
31726661	1.03482598800683e-05
31727251	2.04679562429921e-05
31731461	6.40966468861394e-06
31739061	1.35824732324954e-05
31739531	0.00304094283475882
31743451	4.73092928341777e-06
31749061	1.83669358638871e-05
31759761	3.11785197440105e-06
31772631	5.86539930699102e-07
31774381	9.78052968748608e-07
