Feature	Gain	Cover	Frequency
ctrx_quarter	0.0873406838060142	0.0110119454157276	0.0111244072153526
mcaja_ahorro	0.039604335156608	0.00974567763591187	0.00974161237424101
ctrx_quarter_lag1	0.0284074977582621	0.00931045670032428	0.0106989318796259
mcuenta_corriente	0.02676452416448	0.013473015760736	0.0142711518858308
mtarjeta_visa_consumo	0.022968059538297	0.00791994823893924	0.00545140273899747
cpayroll_trx	0.0206663245715647	0.00681079105672212	0.000939591366396312
mcuentas_saldo	0.0169786181245094	0.0163406026773403	0.0134556574923547
numero_de_cliente	0.0153452860040964	0.0195985050620256	0.0254221513096663
Master_fechaalta	0.0150561485468927	0.01121469576595	0.0199707485706688
mrentabilidad_annual_lag2	0.0144180939514082	0.0103469748924449	0.0147054912910517
cliente_edad_lag2	0.0134576607271761	0.0106645871279866	0.015645082657448
mprestamos_personales	0.0132298372508179	0.0252335555471624	0.00577050924079245
Visa_fechaalta	0.0127328965710443	0.0100876611727388	0.0177901874750698
Visa_mpagominimo	0.0124551160769634	0.00860099318204141	0.0117980764969197
cliente_edad	0.0119075721661099	0.0131893451492645	0.0202543987944865
mrentabilidad_annual_lag1	0.0118354319146271	0.0083311875306749	0.0139254531755529
cproductos	0.0117582943277389	0.0219053803356237	0.00923636041306564
mpayroll	0.0111376913391284	0.0114196513731101	0.00174622169037805
ctarjeta_visa_transacciones	0.0109281995855562	0.00948107021884099	0.00534503390506582
cliente_antiguedad	0.0106695506445464	0.0102061218356474	0.0163098878695209
foto_mes	0.0103324154297812	0.0126144017037932	0.00915658378761689
cliente_antiguedad_lag1	0.0100337588032423	0.009000060031861	0.0121615033461862
mrentabilidad_annual_delta2	0.0099789892605653	0.00847822287189624	0.0144041129282454
Master_fechaalta_lag1	0.00953937458062634	0.00893252141140428	0.0138190843416212
mrentabilidad_annual	0.00948379001437236	0.0104631288313799	0.0144661614147055
mcomisiones_lag2	0.00939967970067511	0.00514554768737932	0.0105659708372114
cliente_edad_lag1	0.00939086824332251	0.0111735902089142	0.0148650445419492
Master_fechaalta_lag2	0.00931540283946555	0.00673694226735261	0.012764260071799
mactivos_margen_lag1	0.00926766932424619	0.00954023750864584	0.0116207951070336
mcomisiones	0.00923506643158515	0.0156427238126419	0.0135088419093206
mpayroll_sobre_edad	0.00920587182651242	0.0042615824817996	0.0012852900766742
ctrx_quarter_delta2	0.00917936923461554	0.0076656856563467	0.0125426583344413
Visa_fechaalta_lag2	0.00890563481319324	0.00631723257951593	0.0113548730222045
Visa_status	0.00880302610330969	0.0179487897515402	0.00254398794486549
mactivos_margen	0.00874255994482648	0.0130813289866801	0.0124717457784869
mcuentas_saldo_lag1	0.00870156792296229	0.00808058616692444	0.0107521162965918
mrentabilidad	0.00860428327961126	0.00717845415915983	0.0131188228515712
mrentabilidad_annual_delta1	0.00858208606118559	0.00878823108371951	0.0129947258786509
mcomisiones_lag1	0.0084136131953064	0.0080854355707597	0.0131276869210655
mcuenta_corriente_lag1	0.00818467962044272	0.00983221580872304	0.0109648539644551
mrentabilidad_lag1	0.0081014034456212	0.00864705921629478	0.0127022115853388
Visa_mpagominimo_lag1	0.00767648068827831	0.0109442020600093	0.009537738775872
chomebanking_transacciones	0.00757096235089559	0.00508209836858436	0.0115764747595621
mcuenta_corriente_delta2	0.00755622104193223	0.007553870183688	0.0103620972388424
mpasivos_margen_lag2	0.00747708830747865	0.0064981453023647	0.00961751540132075
chomebanking_transacciones_lag1	0.0074653991712065	0.00661399063741566	0.0111509994238355
ctrx_quarter_lag2	0.0074385702485657	0.00886691486740441	0.00998094225058725
mcuenta_corriente_lag2	0.00733687092954721	0.0193063634540565	0.0105127864202455
Visa_fechaalta_lag1	0.00732928079219056	0.00679358368840237	0.0112662323272614
ctrx_quarter_delta1	0.00729478293553501	0.00819092766577905	0.0115942028985507
mactivos_margen_delta2	0.00727908587955806	0.0122621946126135	0.0101670877099676
mrentabilidad_delta2	0.00723357019478551	0.00686817937121883	0.0111864557018127
mcuentas_saldo_delta2	0.00717311791604311	0.00544619091207588	0.00967069981828658
chomebanking_transacciones_lag2	0.00715355791303399	0.00624431800735178	0.0104241457253025
mtarjeta_visa_consumo_lag1	0.00710108397857286	0.00592063035799197	0.00537162611354873
mpasivos_margen	0.00694042015958635	0.00572368464269341	0.0112573682577671
mcuenta_corriente_delta1	0.00689715777568118	0.0116897716323273	0.0113371448832159
cliente_antiguedad_lag2	0.00684246431468853	0.00728174339882798	0.00957319505384922
mactivos_margen_delta1	0.00671098955895092	0.00725645769342719	0.0105836989762
chomebanking_transacciones_delta2	0.00671084926571316	0.0057065391152298	0.00922749634357133
mcaja_ahorro_lag2	0.00661702590490806	0.0104512782020744	0.00813721579577184
mcomisiones_delta2	0.00660559059634353	0.00707959884883715	0.0105748349067057
mpasivos_margen_lag1	0.00660325559865099	0.00495656923577941	0.0109205336169836
mcuentas_saldo_delta1	0.00655298276574295	0.00553301847607791	0.00950228249789478
kmes_lag1	0.00640179827425808	0.0049884647080271	0.00712671187342109
chomebanking_transacciones_delta1	0.00631498717802012	0.00547486765782105	0.00903248681469663
mactivos_margen_lag2	0.0062658571022678	0.0098474748898761	0.00863360368745291
mcaja_ahorro_lag1	0.00622206950575262	0.00526708778476499	0.00754332313965342
mrentabilidad_lag2	0.00613541930149842	0.00559019064777647	0.00908567123166246
mrentabilidad_delta1	0.00597513859426711	0.00841487081736045	0.00964410760980366
mcuentas_saldo_lag2	0.00588120587795254	0.00862229105281624	0.00899703053671941
kmes_lag2	0.00580258866472398	0.00339538061184823	0.00724194477684705
mpasivos_margen_delta2	0.00578585348490668	0.00465151489681051	0.00931613703851438
mpasivos_margen_delta1	0.00578458419819589	0.00450947065303657	0.00831449718565794
cproductos_delta2	0.00575957867953283	0.0101620305060139	0.00235784248548509
mcaja_ahorro_delta2	0.00565733847309183	0.00428609727788697	0.00727740105482427
Visa_mpagominimo_delta1	0.00562117158458781	0.00633416856854467	0.00734831361077871
Visa_mpagominimo_lag2	0.00554738960651669	0.00663026198734008	0.00765855604307938
mcomisiones_delta1	0.00541288864074177	0.00613687642437241	0.00941364180295174
kmes	0.00509715274061618	0.00368605785235988	0.00713557594291539
cdescubierto_preacordado	0.00503390681183928	0.009672028178234	0.00225147365155343
ctarjeta_visa_transacciones_lag1	0.0050271102101323	0.00403432273905986	0.00529184948809999
mcaja_ahorro_delta1	0.00483561262476513	0.00519668166985276	0.007153304081904
mprestamos_personales_delta2	0.0045601069193703	0.0152236841674795	0.00395337499445996
ccomisiones_mantenimiento	0.00438144623309938	0.00587530761480558	0.00257944422284271
mprestamos_personales_delta1	0.00434476193977516	0.0134318537664141	0.00341266675530736
mtarjeta_visa_consumo_delta2	0.00431481266010397	0.00555639011692171	0.00578823737978106
ctarjeta_visa_transacciones_delta2	0.00411553277004782	0.00505656830174233	0.00433452998271506
Visa_mpagominimo_delta2	0.00405905383900351	0.00396059763140263	0.00606302353410451
mtarjeta_visa_consumo_lag2	0.00405753887520883	0.00265865248076813	0.0045827239285556
cproductos_delta1	0.00403168696162018	0.00825619738725181	0.00173735762088375
cproductos_lag1	0.00392089229858532	0.0091109262773978	0.00622257678500199
Master_mpagominimo	0.00391232882314964	0.0113664298114445	0.00468022869299295
ctarjeta_visa_transacciones_lag2	0.00385965346351905	0.00229748987298493	0.00452067544209547
cproductos_lag2	0.003740154600218	0.00600152540258132	0.00527412134911138
ccomisiones_mantenimiento_delta1	0.00359237860209784	0.00577977970278116	0.00148916367504321
mprestamos_personales_lag1	0.00358114235615748	0.00577258214760261	0.00267694898728006
