numero_de_cliente	prob
29186441	1.77688936823244e-05
29187961	5.28267479382413e-06
29193101	2.95956485452482e-06
29193281	1.72283715392418e-06
29198891	2.9531862106986e-06
29200651	1.07142050940522e-05
29201701	3.44414064878789e-06
29205441	0.000726997939769574
29207901	9.37192262567373e-05
29243631	1.93924260570655e-06
29251231	8.18237832940632e-06
29257551	4.74509835365627e-06
29267141	2.97030603181013e-06
29277081	1.28758007445989e-05
29284331	0.000230699817893795
29286091	3.30549120337436e-06
29288251	1.12696628900103e-05
29289361	6.98290939618717e-06
29292171	8.44550936132631e-06
29297201	9.24039618514141e-06
29298431	9.39227583014755e-06
29300881	2.07528555411031e-06
29300941	6.52696486843217e-07
29304511	2.93715923877386e-06
29325391	1.67504627559541e-05
29344801	4.05113489759105e-06
29344861	1.35141392891492e-05
29346321	8.13298052231852e-07
29347841	5.4296373323346e-07
29347901	2.09190701704775e-06
29348781	9.01085438264665e-07
29352931	1.32033719468857e-06
29357321	0.00100319366946833
29361471	4.34670314322874e-07
29362581	3.01732733266976e-07
29362871	0.00054470335145917
29363051	3.73600810733923e-06
29367201	6.45316512382561e-05
29367321	0.000261660740798261
29375271	6.96922086797848e-06
29389891	2.05503626841273e-06
29391591	4.70699516298462e-06
29393401	5.17559601440798e-06
29400771	2.55170141801785e-06
29404571	1.30404663107603e-06
29409661	5.40557984028015e-07
29411411	1.14298547001516e-06
29413051	1.19825579820216e-05
29414921	1.45819633378888e-06
29421061	0.000111248320390515
29431471	9.38076047952844e-05
29435681	1.03333739274323e-06
29439191	0.000132283827634635
29445271	6.2017008075956e-05
29448491	6.75350563829414e-06
29453171	0.000104102423333082
29455801	0.00117982237381411
29456851	8.21970683014804e-07
29458431	1.51674275886656e-06
29459541	0.000128943731065942
29459891	2.58140603787928e-05
29464861	5.98965626859465e-07
29479891	5.65333359266754e-05
29487201	0.000199606595939485
29497031	4.80030248951582e-06
29499951	3.07231363727971e-06
29512231	2.72421622570109e-06
29515161	0.000215406358442525
29522821	2.41089585276995e-06
29524631	0.000745754638927058
29525331	6.77965173930494e-07
29525741	3.8031138342738e-06
29527261	6.81968018253887e-07
29531531	3.81114245196253e-06
29532231	3.36428020049441e-06
29536971	1.46927480348574e-05
29541301	3.62784593626431e-07
29542231	1.54688044416346e-06
29542701	2.37622779165832e-05
29550191	1.55365068430399e-06
29554631	1.54619123320916e-07
29571531	7.35028261313507e-07
29575511	6.42288774697765e-05
29577321	1.38107327673896e-06
29587731	3.86302718491782e-06
29592761	8.34397012769079e-06
29593291	7.77619167533394e-05
29599311	3.20087079054447e-06
29601531	2.40548630521285e-05
29609371	8.14176816438209e-07
29610361	2.55711784332304e-06
29611301	2.39178797564225e-06
29614051	6.04413850627263e-05
29614981	1.02318580037537e-06
29618961	6.5905122567222e-05
29624461	0.000151797687138741
29624751	2.74419082507847e-06
29628261	0.00109936296659203
29635041	2.62993910917867e-06
29643171	1.80879044369695e-06
29644281	1.1595122581592e-06
29652351	0.000595078716773109
29652941	3.4268426298169e-06
29661361	8.96035572548313e-06
29662821	1.3330875461028e-06
29673351	9.22187413417953e-07
29673641	1.69760838853752e-05
29678261	9.74732574638817e-07
29688611	6.99515988095894e-05
29691771	2.46425509923576e-06
29700661	1.15095699718578e-06
29710311	3.59798863375426e-06
29716451	1.20104391419487e-06
29717211	9.80898151981514e-05
29718201	6.55262897312164e-07
29733351	8.79707009503804e-07
29734111	5.3976012849185e-06
29735281	2.71084705361142e-05
29741301	1.13198022496599e-06
29747091	9.23904128216274e-07
29749721	2.42205028406719e-05
29755341	0.00170380979276202
29760311	6.81108325493955e-07
29773581	3.27707429373666e-06
29777211	0.000186803171057371
29778261	1.74322848981737e-07
29780251	0.000116944792354611
29787911	0.000304306789521746
29794991	8.11913599689507e-06
29798791	1.09022596085118e-06
29804111	2.17638853225851e-06
29806391	5.76432085124331e-06
29814461	3.91142756103137e-05
29816331	0.000189391862258117
29818851	3.30512304582531e-06
29821301	5.83203072647974e-06
29821421	4.23233543170977e-06
29827911	0.00131062296193311
29852651	9.31629093437593e-05
29853881	0.000333863337803246
29854991	2.35962022026716e-06
29859841	1.02121407715053e-05
29861011	0.000170298924300658
29861891	2.10851635523585e-05
29869491	7.51712802699744e-07
29874171	6.4594653273924e-06
29905051	7.18919587731518e-06
29908031	4.54876028948446e-05
29914871	1.51138444209114e-05
29916451	2.10019754432948e-06
29919841	1.19499265398161e-05
29923701	0.000145099642778215
29924991	3.36628418384727e-05
29926451	2.29668098313515e-06
29932941	6.58480552871096e-06
29941421	9.56933891645389e-05
29944291	3.63790337781728e-06
29945871	6.19915180623241e-06
29949731	9.04593353132102e-05
29954111	0.00359850495338543
29954991	2.13566289987673e-06
29955631	2.5420144384618e-06
29956101	0.000537107995561354
29960781	2.20737693293718e-05
29963881	1.12492308955258e-06
29964991	5.68395710523944e-06
29972831	2.20003579598808e-06
29981541	2.5463054434516e-06
29988381	1.94745984112861e-07
29996981	3.07004639367732e-06
30004521	4.80001822264865e-06
30010141	8.75530708242901e-06
30012711	3.76211661390041e-06
30015341	8.4078640180943e-07
30017391	5.64835231953653e-06
30024291	1.08635417656591e-06
30031721	6.83506657702819e-07
30035341	0.000175159395411561
30041541	0.000378088819242719
30042421	1.72095829540537e-06
30043471	9.56307081745637e-07
30050551	6.28380335601722e-07
30052891	1.33774027355105e-06
30053181	1.63911322471207e-06
30054291	1.62748842408435e-05
30054351	1.47294207822189e-06
30056571	7.13079919361213e-06
30065341	4.38258467107932e-07
30092541	1.04806014350805e-06
30109091	3.53645278246255e-06
30110021	9.86548303228074e-07
30112421	1.5324685760709e-06
30116161	6.0412427247844e-05
30123711	6.74681287942142e-07
30123881	0.00417190476783093
30126751	3.31588384490864e-05
30130551	2.06558076517696e-06
