num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	num_iterations
187	2	0.938426330619905	9			673.713	-1.87736328261434e-05		0.0239999999998872	infill_ei	0.416000000000167	0.00018685685900613	0.937990525772011	762
196	863	0.938158656823133	6			637.993	-0.000118673529134596		0.0289999999999964	infill_ei	0.2650000000001	0.000135064534010378	0.938015903631438	614
195	2	0.938115831398148	7			530.226	-9.8469278600872e-05		0.0289999999999964	infill_ei	0.623999999999796	0.00062410408482968	0.937758775779465	550
197	461	0.937991107559599	8			645.369	-6.4612538061577e-05		0.0279999999997926	infill_ei	0.2800000000002	9.91788487562375e-05	0.938201483487789	665
206	824	0.937915046269328	4			568.7	-0.00028501706377764		0.0709999999999127	infill_ei	0.490999999999985	0.000566528135141178	0.937959465440796	495
204	1071	0.937913080707402	5			535.267	-0.000116559003337269		0.0229999999999109	infill_ei	0.259000000000015	0.000129747130866637	0.938015227949197	457
194	1245	0.937849884913371	3			816.797000000001	-7.92392974852247e-05		0.0219999999999345	infill_ei	0.27100000000064	0.000447620363045291	0.936364434576714	798
181	1707	0.936619621835415	2			491.579000000001	-0.000195785640051181		0.0289999999995416	infill_ei	0.275000000000546	0.000622434202308168	0.936222726926584	400
202	2330	0.936335985293308	0			623.002				initdesign				565
175	2	0.935922026039288	10			416.927000000001	-6.51675890490558e-05		0.0250000000005457	infill_ei	0.442000000000007	0.000323175314426908	0.938268748527251	401
256	1592	0.935894865547226	1			598.929	-0.000429490922507635		0.0659999999998036	infill_ei	0.384999999999309	0.00117832710490961	0.936252435749919	508
115	179	0.934787658558307	0			284.34				initdesign				219
41	1198	0.9346970044598	0			441.092				initdesign				504
156	3587	0.933770033543208	0			395.382				initdesign				314
249	5191	0.933486456563583	0			381.281				initdesign				313
75	7797	0.932202646813776	0			440.429999999999				initdesign				430
179	6587	0.931921273646008	0			435.957				initdesign				391
5	4295	0.928801807745172	0			1111.791				initdesign				1896
